video_file,label,fps,num_frame,height,width,duration
v_feeding_g01_158.avi,Feeding,30.0,484.0,800.0,1100.0,16.133333333333333
v_feeding_g01_0.avi,Feeding,30.0,420.0,800.0,1100.0,14.0
v_feeding_g01_819.avi,Feeding,30.0,63.0,800.0,1100.0,2.1
v_feeding_g01_831.avi,Feeding,30.0,236.0,800.0,1100.0,7.866666666666666
v_feeding_g01_81.avi,Feeding,30.0,688.0,800.0,1100.0,22.933333333333334
v_feeding_g01_824.avi,Feeding,30.0,261.0,800.0,1100.0,8.7
v_feeding_g01_818.avi,Feeding,30.0,90.0,800.0,1100.0,3.0
v_feeding_g01_56.avi,Feeding,30.0,66.0,800.0,1100.0,2.2
v_feeding_g01_42.avi,Feeding,30.0,478.0,800.0,1100.0,15.933333333333334
v_feeding_g01_1.avi,Feeding,30.0,674.0,800.0,1100.0,22.466666666666665
v_feeding_g01_159.avi,Feeding,30.0,390.0,800.0,1100.0,13.0
v_feeding_g01_171.avi,Feeding,30.0,120.0,800.0,1100.0,4.0
v_feeding_g01_165.avi,Feeding,30.0,150.0,800.0,1100.0,5.0
v_feeding_g01_603.avi,Feeding,30.0,660.0,800.0,1100.0,22.0
v_feeding_g01_398.avi,Feeding,30.0,693.0,800.0,1100.0,23.1
v_feeding_g01_373.avi,Feeding,30.0,189.0,800.0,1100.0,6.3
v_feeding_g01_415.avi,Feeding,30.0,571.0,800.0,1100.0,19.033333333333335
v_feeding_g01_207.avi,Feeding,30.0,108.0,800.0,1100.0,3.6
v_feeding_g01_575.avi,Feeding,30.0,211.0,800.0,1100.0,7.033333333333333
v_feeding_g01_213.avi,Feeding,30.0,690.0,800.0,1100.0,23.0
v_feeding_g01_788.avi,Feeding,30.0,114.0,800.0,1100.0,3.8
v_feeding_g01_763.avi,Feeding,30.0,101.0,800.0,1100.0,3.3666666666666667
v_feeding_g01_777.avi,Feeding,30.0,619.0,800.0,1100.0,20.633333333333333
v_feeding_g01_767.avi,Feeding,30.0,622.0,800.0,1100.0,20.733333333333334
v_feeding_g01_798.avi,Feeding,30.0,512.0,800.0,1100.0,17.066666666666666
v_feeding_g01_571.avi,Feeding,30.0,4068.0,800.0,1100.0,135.6
v_feeding_g01_203.avi,Feeding,30.0,338.0,800.0,1100.0,11.266666666666667
v_feeding_g01_363.avi,Feeding,30.0,391.0,800.0,1100.0,13.033333333333333
v_feeding_g01_405.avi,Feeding,30.0,192.0,800.0,1100.0,6.4
v_feeding_g01_411.avi,Feeding,30.0,120.0,800.0,1100.0,4.0
v_feeding_g01_388.avi,Feeding,30.0,57.0,800.0,1100.0,1.9
v_feeding_g01_5.avi,Feeding,30.0,1241.0,800.0,1100.0,41.36666666666667
v_feeding_g01_46.avi,Feeding,30.0,102.0,800.0,1100.0,3.4
v_feeding_g01_607.avi,Feeding,30.0,73.0,800.0,1100.0,2.433333333333333
v_feeding_g01_161.avi,Feeding,30.0,1126.0,800.0,1100.0,37.53333333333333
v_feeding_g01_613.avi,Feeding,30.0,1683.0,800.0,1100.0,56.1
v_feeding_g01_820.avi,Feeding,30.0,367.0,800.0,1100.0,12.233333333333333
v_feeding_g01_85.avi,Feeding,30.0,290.0,800.0,1100.0,9.666666666666666
v_feeding_g01_834.avi,Feeding,30.0,4198.0,800.0,1100.0,139.93333333333334
v_feeding_g01_809.avi,Feeding,30.0,538.0,800.0,1100.0,17.933333333333334
v_feeding_g01_90.avi,Feeding,30.0,387.0,800.0,1100.0,12.9
v_feeding_g01_821.avi,Feeding,30.0,797.0,800.0,1100.0,26.566666666666666
v_feeding_g01_174.avi,Feeding,30.0,510.0,800.0,1100.0,17.0
v_feeding_g01_160.avi,Feeding,30.0,541.0,800.0,1100.0,18.033333333333335
v_feeding_g01_4.avi,Feeding,30.0,46.0,800.0,1100.0,1.5333333333333334
v_feeding_g01_389.avi,Feeding,30.0,120.0,800.0,1100.0,4.0
v_feeding_g01_376.avi,Feeding,30.0,275.0,800.0,1100.0,9.166666666666666
v_feeding_g01_362.avi,Feeding,30.0,1461.0,800.0,1100.0,48.7
v_feeding_g01_404.avi,Feeding,30.0,920.0,800.0,1100.0,30.666666666666668
v_feeding_g01_438.avi,Feeding,30.0,46.0,800.0,1100.0,1.5333333333333334
v_feeding_g01_564.avi,Feeding,30.0,518.0,800.0,1100.0,17.266666666666666
v_feeding_g01_570.avi,Feeding,30.0,84.0,800.0,1100.0,2.8
v_feeding_g01_799.avi,Feeding,30.0,116.0,800.0,1100.0,3.8666666666666667
v_feeding_g01_772.avi,Feeding,30.0,196.0,800.0,1100.0,6.533333333333333
v_feeding_g01_770.avi,Feeding,30.0,496.0,800.0,1100.0,16.533333333333335
v_feeding_g01_566.avi,Feeding,30.0,87.0,800.0,1100.0,2.9
v_feeding_g01_572.avi,Feeding,30.0,260.0,800.0,1100.0,8.666666666666666
v_feeding_g01_214.avi,Feeding,30.0,727.0,800.0,1100.0,24.233333333333334
v_feeding_g01_348.avi,Feeding,30.0,644.0,800.0,1100.0,21.466666666666665
v_feeding_g01_412.avi,Feeding,30.0,658.0,800.0,1100.0,21.933333333333334
v_feeding_g01_406.avi,Feeding,30.0,38.0,800.0,1100.0,1.2666666666666666
v_feeding_g01_51.avi,Feeding,30.0,76.0,800.0,1100.0,2.533333333333333
v_feeding_g01_638.avi,Feeding,30.0,160.0,800.0,1100.0,5.333333333333333
v_feeding_g01_610.avi,Feeding,30.0,113.0,800.0,1100.0,3.7666666666666666
v_feeding_g01_176.avi,Feeding,30.0,907.0,800.0,1100.0,30.233333333333334
v_feeding_g01_189.avi,Feeding,30.0,154.0,800.0,1100.0,5.133333333333334
v_feeding_g01_92.avi,Feeding,30.0,160.0,800.0,1100.0,5.333333333333333
v_feeding_g01_87.avi,Feeding,30.0,735.0,800.0,1100.0,24.5
v_feeding_g01_822.avi,Feeding,30.0,198.0,800.0,1100.0,6.6
v_feeding_g01_93.avi,Feeding,30.0,552.0,800.0,1100.0,18.4
v_feeding_g01_188.avi,Feeding,30.0,150.0,800.0,1100.0,5.0
v_feeding_g01_611.avi,Feeding,30.0,1102.0,800.0,1100.0,36.733333333333334
v_feeding_g01_177.avi,Feeding,30.0,90.0,800.0,1100.0,3.0
v_feeding_g01_639.avi,Feeding,30.0,479.0,800.0,1100.0,15.966666666666667
v_feeding_g01_50.avi,Feeding,30.0,164.0,800.0,1100.0,5.466666666666667
v_feeding_g01_349.avi,Feeding,30.0,133.0,800.0,1100.0,4.433333333333334
v_feeding_g01_598.avi,Feeding,30.0,178.0,800.0,1100.0,5.933333333333334
v_feeding_g01_215.avi,Feeding,30.0,104.0,800.0,1100.0,3.466666666666667
v_feeding_g01_201.avi,Feeding,30.0,300.0,800.0,1100.0,10.0
v_feeding_g01_229.avi,Feeding,30.0,1133.0,800.0,1100.0,37.766666666666666
v_feeding_g01_771.avi,Feeding,30.0,519.0,800.0,1100.0,17.3
v_feeding_g01_765.avi,Feeding,30.0,714.0,800.0,1100.0,23.8
v_feeding_g01_759.avi,Feeding,30.0,102.0,800.0,1100.0,3.4
v_feeding_g01_797.avi,Feeding,30.0,241.0,800.0,1100.0,8.033333333333333
v_feeding_g01_542.avi,Feeding,30.0,133.0,800.0,1100.0,4.433333333333334
v_feeding_g01_224.avi,Feeding,30.0,105.0,800.0,1100.0,3.5
v_feeding_g01_230.avi,Feeding,30.0,58.0,800.0,1100.0,1.9333333333333333
v_feeding_g01_436.avi,Feeding,30.0,1809.0,800.0,1100.0,60.3
v_feeding_g01_378.avi,Feeding,30.0,150.0,800.0,1100.0,5.0
v_feeding_g01_387.avi,Feeding,30.0,414.0,800.0,1100.0,13.8
v_feeding_g01_49.avi,Feeding,30.0,174.0,800.0,1100.0,5.8
v_feeding_g01_634.avi,Feeding,30.0,210.0,800.0,1100.0,7.0
v_feeding_g01_620.avi,Feeding,30.0,207.0,800.0,1100.0,6.9
v_feeding_g01_608.avi,Feeding,30.0,390.0,800.0,1100.0,13.0
v_feeding_g01_191.avi,Feeding,30.0,521.0,800.0,1100.0,17.366666666666667
v_feeding_g01_185.avi,Feeding,30.0,60.0,800.0,1100.0,2.0
v_feeding_g01_807.avi,Feeding,30.0,129.0,800.0,1100.0,4.3
v_feeding_g01_806.avi,Feeding,30.0,326.0,800.0,1100.0,10.866666666666667
v_feeding_g01_812.avi,Feeding,30.0,937.0,800.0,1100.0,31.233333333333334
v_feeding_g01_184.avi,Feeding,30.0,81.0,800.0,1100.0,2.7
v_feeding_g01_190.avi,Feeding,30.0,120.0,800.0,1100.0,4.0
v_feeding_g01_153.avi,Feeding,30.0,113.0,800.0,1100.0,3.7666666666666666
v_feeding_g01_635.avi,Feeding,30.0,2327.0,800.0,1100.0,77.56666666666666
v_feeding_g01_379.avi,Feeding,30.0,29.0,800.0,1100.0,0.9666666666666667
v_feeding_g01_345.avi,Feeding,30.0,294.0,800.0,1100.0,9.8
v_feeding_g01_423.avi,Feeding,30.0,58.0,800.0,1100.0,1.9333333333333333
v_feeding_g01_594.avi,Feeding,30.0,62.0,800.0,1100.0,2.066666666666667
v_feeding_g01_580.avi,Feeding,30.0,390.0,800.0,1100.0,13.0
v_feeding_g01_231.avi,Feeding,30.0,631.0,800.0,1100.0,21.033333333333335
v_feeding_g01_225.avi,Feeding,30.0,90.0,800.0,1100.0,3.0
v_feeding_g01_796.avi,Feeding,30.0,472.0,800.0,1100.0,15.733333333333333
v_feeding_g01_769.avi,Feeding,30.0,390.0,800.0,1100.0,13.0
v_feeding_g01_755.avi,Feeding,30.0,49.0,800.0,1100.0,1.6333333333333333
v_feeding_g01_741.avi,Feeding,30.0,480.0,800.0,1100.0,16.0
v_feeding_g01_757.avi,Feeding,30.0,153.0,800.0,1100.0,5.1
v_feeding_g01_555.avi,Feeding,30.0,275.0,800.0,1100.0,9.166666666666666
v_feeding_g01_569.avi,Feeding,30.0,57.0,800.0,1100.0,1.9
v_feeding_g01_582.avi,Feeding,30.0,73.0,800.0,1100.0,2.433333333333333
v_feeding_g01_421.avi,Feeding,30.0,190.0,800.0,1100.0,6.333333333333333
v_feeding_g01_347.avi,Feeding,30.0,309.0,800.0,1100.0,10.3
v_feeding_g01_353.avi,Feeding,30.0,109.0,800.0,1100.0,3.6333333333333333
v_feeding_g01_384.avi,Feeding,30.0,90.0,800.0,1100.0,3.0
v_feeding_g01_623.avi,Feeding,30.0,108.0,800.0,1100.0,3.6
v_feeding_g01_151.avi,Feeding,30.0,278.0,800.0,1100.0,9.266666666666667
v_feeding_g01_62.avi,Feeding,30.0,641.0,800.0,1100.0,21.366666666666667
v_feeding_g01_179.avi,Feeding,30.0,53.0,800.0,1100.0,1.7666666666666666
v_feeding_g01_76.avi,Feeding,30.0,420.0,800.0,1100.0,14.0
v_feeding_g01_89.avi,Feeding,30.0,850.0,800.0,1100.0,28.333333333333332
v_feeding_g01_804.avi,Feeding,30.0,210.0,800.0,1100.0,7.0
v_feeding_g01_811.avi,Feeding,30.0,108.0,800.0,1100.0,3.6
v_feeding_g01_805.avi,Feeding,30.0,1199.0,800.0,1100.0,39.96666666666667
v_feeding_g01_193.avi,Feeding,30.0,52.0,800.0,1100.0,1.7333333333333334
v_feeding_g01_839.avi,Feeding,30.0,272.0,800.0,1100.0,9.066666666666666
v_feeding_g01_77.avi,Feeding,30.0,113.0,800.0,1100.0,3.7666666666666666
v_feeding_g01_8.avi,Feeding,30.0,102.0,800.0,1100.0,3.4
v_feeding_g01_150.avi,Feeding,30.0,134.0,800.0,1100.0,4.466666666666667
v_feeding_g01_144.avi,Feeding,30.0,483.0,800.0,1100.0,16.1
v_feeding_g01_391.avi,Feeding,30.0,120.0,800.0,1100.0,4.0
v_feeding_g01_385.avi,Feeding,30.0,100.0,800.0,1100.0,3.3333333333333335
v_feeding_g01_434.avi,Feeding,30.0,150.0,800.0,1100.0,5.0
v_feeding_g01_420.avi,Feeding,30.0,239.0,800.0,1100.0,7.966666666666667
v_feeding_g01_346.avi,Feeding,30.0,50.0,800.0,1100.0,1.6666666666666667
v_feeding_g01_568.avi,Feeding,30.0,137.0,800.0,1100.0,4.566666666666666
v_feeding_g01_554.avi,Feeding,30.0,704.0,800.0,1100.0,23.466666666666665
v_feeding_g01_781.avi,Feeding,30.0,57.0,800.0,1100.0,1.9
v_feeding_g01_742.avi,Feeding,30.0,939.0,800.0,1100.0,31.3
v_feeding_g01_785.avi,Feeding,30.0,2287.0,800.0,1100.0,76.23333333333333
v_feeding_g01_544.avi,Feeding,30.0,97.0,800.0,1100.0,3.2333333333333334
v_feeding_g01_222.avi,Feeding,30.0,1409.0,800.0,1100.0,46.96666666666667
v_feeding_g01_430.avi,Feeding,30.0,58.0,800.0,1100.0,1.9333333333333333
v_feeding_g01_356.avi,Feeding,30.0,147.0,800.0,1100.0,4.9
v_feeding_g01_67.avi,Feeding,30.0,193.0,800.0,1100.0,6.433333333333334
v_feeding_g01_168.avi,Feeding,30.0,1947.0,800.0,1100.0,64.9
v_feeding_g01_73.avi,Feeding,30.0,189.0,800.0,1100.0,6.3
v_feeding_g01_632.avi,Feeding,30.0,60.0,800.0,1100.0,2.0
v_feeding_g01_801.avi,Feeding,30.0,310.0,800.0,1100.0,10.333333333333334
v_feeding_g01_815.avi,Feeding,30.0,47.0,800.0,1100.0,1.5666666666666667
v_feeding_g01_98.avi,Feeding,30.0,106.0,800.0,1100.0,3.533333333333333
v_feeding_g01_197.avi,Feeding,30.0,124.0,800.0,1100.0,4.133333333333334
v_feeding_g01_828.avi,Feeding,30.0,68.0,800.0,1100.0,2.2666666666666666
v_feeding_g01_182.avi,Feeding,30.0,414.0,800.0,1100.0,13.8
v_feeding_g01_814.avi,Feeding,30.0,69.0,800.0,1100.0,2.3
v_feeding_g01_800.avi,Feeding,30.0,296.0,800.0,1100.0,9.866666666666667
v_feeding_g01_633.avi,Feeding,30.0,50.0,800.0,1100.0,1.6666666666666667
v_feeding_g01_66.avi,Feeding,30.0,72.0,800.0,1100.0,2.4
v_feeding_g01_380.avi,Feeding,30.0,870.0,800.0,1100.0,29.0
v_feeding_g01_425.avi,Feeding,30.0,139.0,800.0,1100.0,4.633333333333334
v_feeding_g01_545.avi,Feeding,30.0,862.0,800.0,1100.0,28.733333333333334
v_feeding_g01_551.avi,Feeding,30.0,100.0,800.0,1100.0,3.3333333333333335
v_feeding_g01_579.avi,Feeding,30.0,1290.0,800.0,1100.0,43.0
v_feeding_g01_784.avi,Feeding,30.0,70.0,800.0,1100.0,2.3333333333333335
v_feeding_g01_790.avi,Feeding,30.0,197.0,800.0,1100.0,6.566666666666666
v_feeding_g01_747.avi,Feeding,30.0,300.0,800.0,1100.0,10.0
v_feeding_g01_753.avi,Feeding,30.0,50.0,800.0,1100.0,1.6666666666666667
v_feeding_g01_779.avi,Feeding,30.0,265.0,800.0,1100.0,8.833333333333334
v_feeding_g01_745.avi,Feeding,30.0,164.0,800.0,1100.0,5.466666666666667
v_feeding_g01_786.avi,Feeding,30.0,1028.0,800.0,1100.0,34.266666666666666
v_feeding_g01_209.avi,Feeding,30.0,286.0,800.0,1100.0,9.533333333333333
v_feeding_g01_547.avi,Feeding,30.0,836.0,800.0,1100.0,27.866666666666667
v_feeding_g01_433.avi,Feeding,30.0,99.0,800.0,1100.0,3.3
v_feeding_g01_427.avi,Feeding,30.0,760.0,800.0,1100.0,25.333333333333332
v_feeding_g01_341.avi,Feeding,30.0,152.0,800.0,1100.0,5.066666666666666
v_feeding_g01_619.avi,Feeding,30.0,513.0,800.0,1100.0,17.1
v_feeding_g01_631.avi,Feeding,30.0,130.0,800.0,1100.0,4.333333333333333
v_feeding_g01_157.avi,Feeding,30.0,53.0,800.0,1100.0,1.7666666666666666
v_feeding_g01_625.avi,Feeding,30.0,42.0,800.0,1100.0,1.4
v_feeding_g01_194.avi,Feeding,30.0,210.0,800.0,1100.0,7.0
v_feeding_g01_180.avi,Feeding,30.0,444.0,800.0,1100.0,14.8
v_feeding_g01_803.avi,Feeding,30.0,135.0,800.0,1100.0,4.5
v_feeding_g01_817.avi,Feeding,30.0,64.0,800.0,1100.0,2.1333333333333333
v_feeding_g01_59.avi,Feeding,30.0,125.0,800.0,1100.0,4.166666666666667
v_feeding_g01_142.avi,Feeding,30.0,373.0,800.0,1100.0,12.433333333333334
